Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure_set_1d,sea_level_pressure_set_1d
PHOG,10/31/2023 22:25 HST,29.95,73.4,,73.5,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010825Z AUTO 15005G28KT 10SM SCT050 23/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:30 HST,29.95,71.6,,78.09,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010830Z AUTO 15005G28KT 10SM SCT050 22/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:35 HST,29.95,71.6,,78.09,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010835Z AUTO 15005G28KT 10SM SCT050 22/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:40 HST,29.95,73.4,,73.5,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010840Z AUTO 15005G28KT 10SM SCT050 23/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:45 HST,29.95,73.4,,73.5,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010845Z AUTO 15005G28KT 10SM SCT050 23/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:50 HST,29.95,73.4,,73.5,5.75,150.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010850Z AUTO 15005G28KT 10SM SCT050 23/18 A2995,,,,,,,,,,SSE,,,"scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 22:54 HST,29.95,73.04,64.94,73.5,5.75,150.0,,29.96,,,8.0,,,502.0,,,,10.0,,PHOG 010854Z 15005KT 10SM SCT050 23/18 A2995 RMK AO2 SLP145  T02280183 50008,,,,,,,,,,SSE,,,"scattered",,,,64.03,29.89,29.95
PHOG,10/31/2023 22:55 HST,29.95,71.6,,78.09,,,,,,,,,,466.0,,,,10.0,,METAR PHOG 010855Z AUTO 10SM FEW046 22/18 A2995,,,,,,,,,,,,,"thin scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 23:00 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,466.0,,,,10.0,,METAR PHOG 010900Z AUTO 14003G28KT 10SM FEW046 22/18 A2994,,,,,,,,,,SE,,,"thin scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:05 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 010905Z AUTO 14003G28KT 10SM CLR 22/18 A2994,,,,,,,,,,SE,,,"clear",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:10 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 010910Z AUTO 14003G28KT 10SM CLR 22/18 A2994,,,,,,,,,,SE,,,"clear",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:15 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 010915Z AUTO 14003G28KT 10SM CLR 22/18 A2994,,,,,,,,,,SE,,,"clear",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:20 HST,29.95,71.6,,78.09,3.45,140.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 010920Z AUTO 14003G28KT 10SM CLR 22/18 A2995,,,,,,,,,,SE,,,"clear",,,,64.38,29.89,29.95
PHOG,10/31/2023 23:25 HST,29.95,71.6,,78.09,3.45,140.0,32.22,,,,,,,506.0,,,,10.0,,METAR PHOG 010925Z AUTO 14003G28KT 10SM FEW050 22/18 A2995,,,,,,,,,,SE,,,"thin scattered",,,,64.38,29.89,29.95
PHOG,10/31/2023 23:30 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010930Z AUTO 14003G28KT 10SM SCT050 22/18 A2994,,,,,,,,,,SE,,,"scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:35 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,502.0,,,,10.0,,METAR PHOG 010935Z AUTO 14003G28KT 10SM SCT050 22/18 A2994,,,,,,,,,,SE,,,"scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:40 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,506.0,,,,10.0,,METAR PHOG 010940Z AUTO 14003G28KT 10SM FEW050 22/18 A2994,,,,,,,,,,SE,,,"thin scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:45 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,506.0,,,,10.0,,METAR PHOG 010945Z AUTO 14003G28KT 10SM FEW050 22/18 A2994,,,,,,,,,,SE,,,"thin scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:50 HST,29.94,71.6,,78.09,3.45,140.0,32.22,,,,,,,506.0,,,,10.0,,METAR PHOG 010950Z AUTO 14003G28KT 10SM FEW050 22/18 A2994,,,,,,,,,,SE,,,"thin scattered",,,,64.38,29.88,29.94
PHOG,10/31/2023 23:54 HST,29.94,71.06,64.04,78.09,3.45,140.0,,29.95,,,,,,506.0,,,,10.0,,PHOG 010954Z 14003KT 10SM FEW050 22/18 A2994 RMK AO2 SLP143 T02170178  403000178,,,,,,86.0,64.04,,,SE,,,"thin scattered",,,,63.85,29.88,29.94
PHOG,10/31/2023 23:55 HST,29.94,71.6,,78.09,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 010955Z AUTO 10SM FEW050 22/18 A2994,,,,,,,,,,,,,"thin scattered",,,,64.38,29.88,29.94
PHOG,11/01/2023 00:00 HST,29.94,71.6,,78.09,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011000Z AUTO 10SM CLR 22/18 A2994,,,,,,,,,,,,,"clear",,,,64.38,29.88,29.94
PHOG,11/01/2023 00:05 HST,29.94,71.6,,78.09,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011005Z AUTO 10SM CLR 22/18 A2994,,,,,,,,,,,,,"clear",,,,64.38,29.88,29.94
PHOG,11/01/2023 00:10 HST,29.94,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011010Z AUTO 10SM CLR 21/17 A2994,,,,,,,,,,,,,"clear",,,,62.57,29.88,29.94
PHOG,11/01/2023 00:15 HST,29.93,71.6,,73.32,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011015Z AUTO 10SM CLR 22/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:20 HST,29.93,71.6,,73.32,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011020Z AUTO 10SM CLR 22/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:25 HST,29.93,71.6,,73.32,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011025Z AUTO 00000KT 10SM CLR 22/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:30 HST,29.93,69.8,,77.94,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011030Z AUTO 00000KT 10SM CLR 21/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:35 HST,29.93,69.8,,77.94,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011035Z AUTO 00000KT 10SM CLR 21/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:40 HST,29.93,69.8,,77.94,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011040Z AUTO 00000KT 10SM CLR 21/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:45 HST,29.93,69.8,,77.94,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011045Z AUTO 00000KT 10SM CLR 21/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:50 HST,29.93,69.8,,77.94,0.0,0.0,,,,,,,,1.0,,,,10.0,,METAR PHOG 011050Z AUTO 00000KT 10SM CLR 21/17 A2993,,,,,,,,,,N,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 00:54 HST,29.93,69.98,62.06,77.94,0.0,0.0,,29.94,,,,,,1.0,,,,10.0,,PHOG 011054Z 00000KT 10SM CLR 21/17 A2993 RMK AO2 SLP138 T02110167,,,,,,,,,,N,,,"clear",,,,62.75,29.87,29.93
PHOG,11/01/2023 00:55 HST,29.93,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011055Z AUTO 10SM CLR 21/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:00 HST,29.93,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011100Z AUTO 10SM CLR 21/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:05 HST,29.93,69.8,,77.94,3.45,200.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 011105Z AUTO 20003G28KT 10SM CLR 21/17 A2993,,,,,,,,,,SSW,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:10 HST,29.93,68.0,,82.89,3.45,200.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 011110Z AUTO 20003G28KT 10SM CLR 20/17 A2993,,,,,,,,,,SSW,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:15 HST,29.93,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011115Z AUTO 10SM CLR 21/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:20 HST,29.93,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011120Z AUTO 10SM CLR 21/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:25 HST,29.93,68.0,,82.89,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011125Z AUTO 10SM CLR 20/17 A2993,,,,,,,,,,,,,"clear",,,,62.57,29.87,29.93
PHOG,11/01/2023 01:30 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011130Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:35 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011135Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:40 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011140Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:45 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011145Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:50 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011150Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:54 HST,29.92,68.0,60.98,77.79,,,,29.94,,,6008.0,,,1.0,,,,10.0,,PHOG 011154Z 10SM CLR 20/16 A2992 RMK AO2 SLP138 T02000161 10261  20200 56008,78.98,68.0,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 01:55 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011155Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:00 HST,29.92,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011200Z AUTO 10SM CLR 20/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:05 HST,29.92,68.0,,77.79,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 011205Z AUTO 10SM FEW050 20/16 A2992,,,,,,,,,,,,,"thin scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:10 HST,29.92,68.0,,77.79,,,,,,,,,,552.0,,,,10.0,,METAR PHOG 011210Z AUTO 10SM SCT055 20/16 A2992,,,,,,,,,,,,,"scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:15 HST,29.92,68.0,,77.79,,,,,,,,,,502.0,,,,10.0,,METAR PHOG 011215Z AUTO 10SM SCT050 20/16 A2992,,,,,,,,,,,,,"scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:20 HST,29.92,69.8,,73.15,,,,,,,,,,502.0,,,,10.0,,METAR PHOG 011220Z AUTO 10SM SCT050 21/16 A2992,,,,,,,,,,,,,"scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:25 HST,29.92,69.8,,73.15,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 011225Z AUTO 10SM FEW050 21/16 A2992,,,,,,,,,,,,,"thin scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:30 HST,29.92,69.8,,73.15,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 011230Z AUTO 10SM FEW050 21/16 A2992,,,,,,,,,,,,,"thin scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:35 HST,29.92,69.8,,73.15,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 011235Z AUTO 10SM FEW050 21/16 A2992,,,,,,,,,,,,,"thin scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:40 HST,29.92,69.8,,73.15,,,,,,,,,,506.0,,,,10.0,,METAR PHOG 011240Z AUTO 10SM FEW050 21/16 A2992,,,,,,,,,,,,,"thin scattered",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:45 HST,29.92,69.8,,73.15,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011245Z AUTO 10SM CLR 21/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 02:50 HST,29.92,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011250Z AUTO 10SM CLR 21/17 A2992,,,,,,,,,,,,,"clear",,,,62.57,29.86,29.92
PHOG,11/01/2023 02:54 HST,29.92,69.08,62.06,78.38,,,,29.93,,,,,,1.0,,,,10.0,,METAR PHOG 011254Z 10SM CLR 21/17 A2992 RMK AO2 SLP135 T02060167,,,,,,,,,,,,,"clear",,,,62.03,29.86,29.92
PHOG,11/01/2023 02:55 HST,29.92,69.8,,73.15,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011255Z AUTO 10SM CLR 21/16 A2992,,,,,,,,,,,,,"clear",,,,60.77,29.86,29.92
PHOG,11/01/2023 03:00 HST,29.92,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011300Z AUTO 10SM CLR 21/17 A2992,,,,,,,,,,,,,"clear",,,,62.57,29.86,29.92
PHOG,11/01/2023 03:05 HST,29.91,69.8,,73.15,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011305Z AUTO 10SM CLR 21/16 A2991,,,,,,,,,,,,,"clear",,,,60.77,29.85,29.91
PHOG,11/01/2023 03:10 HST,29.91,69.8,,77.94,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011310Z AUTO 10SM CLR 21/17 A2991,,,,,,,,,,,,,"clear",,,,62.57,29.85,29.91
PHOG,11/01/2023 03:15 HST,29.91,68.0,,77.79,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011315Z AUTO 10SM CLR 20/16 A2991,,,,,,,,,,,,,"clear",,,,60.77,29.85,29.91
PHOG,11/01/2023 03:20 HST,29.91,66.2,,82.77,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011320Z AUTO 10SM CLR 19/16 A2991,,,,,,,,,,,,,"clear",,,,60.77,29.85,29.91
PHOG,11/01/2023 03:25 HST,29.91,66.2,,82.77,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011325Z AUTO 10SM CLR 19/16 A2991,,,,,,,,,,,,,"clear",,,,60.77,29.85,29.91
PHOG,11/01/2023 03:30 HST,29.91,66.2,,77.64,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011330Z AUTO 10SM CLR 19/15 A2991,,,,,,,,,,,,,"clear",,,,58.96,29.85,29.91
PHOG,11/01/2023 03:35 HST,29.91,66.2,,82.77,,,,,,,,,,1.0,,,,10.0,,METAR PHOG 011335Z AUTO 10SM CLR 19/16 A2991,,,,,,,,,,,,,"clear",,,,60.77,29.85,29.91
PHOG,11/01/2023 03:40 HST,29.91,68.0,,77.79,3.45,160.0,32.22,,,,,,,1.0,,,,10.0,,METAR PHOG 011340Z AUTO 16003G28KT 10SM CLR 20/16 A2991,,,,,,,,,,SSE,,,"clear",,,,60.77,29.85,29.91
